names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
Enough,10/16/2002 ,67.0,"Drama, Thriller","Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",Enough, Released, English,38000000.0,50970660.0,AU
The Dirt,03/22/2019 ,75.0,"Drama, Music, History, Comedy",The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom.,The Dirt, Released, English,125000000.0,709147883.2,AU
SPL: Kill Zone,11/18/2005 ,70.0,"Action, Crime, Drama, Thriller","Chan, an articulate senior detective nearing the end of his career, is taking care of the daughter of a witness killed by ruthless crime lord Po. Martial arts expert Ma is set to take over as head of the crime unit, replacing Chan who wants an early retirement.", 殺破狼, Released, Chinese,125600000.0,327562228.6,HK
Ebola Syndrome,06/15/1996 ,63.0,"Horror, Crime",A restaurant employee wanted for murder contracts Ebola by raping a woman in South Africa and starts an outbreak there and in Hong Kong when he returns home., 伊波拉病毒, Released, Cantonese,76200000.0,333183868.2,HK
Un Chien Andalou,06/05/1929 ,75.0,Fantasy,"Un Chien Andalou is an European avant-garde surrealist film, a collaboration between director Luis Buñuel and Salvador Dali.", Un chien andalou, Released, French,80800000.0,517852458.4,FR
Jan Dara,09/28/2001 ,64.0,"Romance, Drama","Jan is a boy growing up in 1930s Siam in a wealthy, dysfunctional family where sex has a huge impact on everyone's lives. Jan is viewed by his father as cursed, since his mother died giving birth to him.", จันดารา, Released, Thai,102000000.0,254278668.2,TH
Justice League Dark,03/06/2017 ,73.0,"Animation, Action, Fantasy","When innocent civilians begin committing unthinkable crimes across Metropolis, Gotham City and beyond, Batman must call upon mystical counterparts to eradicate this demonic threat to the planet; enter Justice League Dark. This team of Dark Arts specialists must unravel the mystery of Earth's supernatural plague and contend with the rising, powerful villainous forces behind the siege - before it's too late for all of mankind.",Justice League Dark, Released, English,61140000.0,611503763.4,AU
Dragons Forever,02/11/1988 ,72.0,"Action, Comedy, Romance","A hot-shot lawyer is hired by a Hong Kong chemical plant to dispose of opposition to their polluting ways. But when he falls for a beautiful woman out to stop the plant, he is torn in a conflict of interest and asks his trusty friends Samo and Biao to help out at least until they discover the true purpose of the plant.", 飛龍猛將, Released, Cantonese,81520000.0,669312691.8,HK
100 Girls,09/01/2000 ,58.0,"Comedy, Drama, Romance","Matthew, a college freshman, meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl among a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",100 Girls, Released, English,104140000.0,239010826.4,US
Precious,02/04/2010 ,74.0,Drama,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret; She can't read.",Precious, Released, English,10000000.0,47536959.0,AU
"Honey, I Blew Up the Kid",07/16/1992 ,52.0,"Adventure, Comedy, Family, Science Fiction","Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.","Honey, I Blew Up the Kid", Released, English,40000000.0,58662452.0,US
Metropolis,05/26/2001 ,71.0,"Animation, Science Fiction","Kenichi and his detective uncle, Shunsaku Ban, leave Japan to visit Metropolis, in search of the criminal, Dr. Laughton. However, when they finally find Dr. Laughton, Kenichi and Shunsaku find themselves seperated and plunged into the middle of a larger conspiracy. While Shunsaku searches for his nephew and explanations, Kenichi tries to protect Tima (a mysterious young girl), from Duke Red and his adopted son Rock, both of whom have very different reasons for wanting to find her.", メトロポリス, Released, Japanese,15000000.0,1405032.0,JP
Born on the Fourth of July,02/08/1990 ,70.0,"Drama, War","Paralyzed in the Vietnam war, Ron Kovic becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",Born on the Fourth of July, Released, English,14000000.0,70001698.0,AU
Lamb,10/14/2021 ,65.0,"Drama, Fantasy, Horror","An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.", Dýrið, Released, Icelandic,37595000.0,3189087.0,AU
A Most Violent Year,02/26/2015 ,66.0,"Crime, Drama, Thriller","A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",A Most Violent Year, Released, English,20000000.0,8869722.0,AU
Striking Distance,01/13/1994 ,58.0,"Crime, Action, Mystery, Thriller","Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",Striking Distance, Released, English,140159000.0,1136586915.4,AU
Mannequin Two: On the Move,05/17/1991 ,59.0,"Fantasy, Comedy, Science Fiction, Romance","Although Jason works as a department store clerk, he is also a reincarnated prince. Long ago, his beloved Jessie was snatched away from him by an evil wizard who used his powers to transform her into wooden statue. Now Jessie is in Jason's department store as a mannequin. When he encounters her, she awakens from her thousand-year sleep. They quickly revive their romance, but the evil wizard has been reincarnated as well, and he's up to no good.",Mannequin Two: On the Move, Released, English,13000000.0,3752426.0,US
Kabhi Khushi Kabhie Gham,12/14/2001 ,78.0,"Comedy, Drama","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.", कभी ख़ुशी कभी ग़म, Released, Hindi,120000000.0,252034622.2,IN
Tooth Fairy 2,03/06/2012 ,50.0,"Comedy, Family","Larry Guthrie, who loses his first love to the town hot shot, decides to win her back by volunteering with the children at her after-school program. When Larry accidentally tells the kids the Tooth Fairy is make-believe, he soon is transformed into a tutu-clad fairy with the ""sentence"" of collecting teeth.",Tooth Fairy 2, Released, English,5000000.0,26641255.2,US
Cage Dive,04/26/2017 ,46.0,"Horror, Drama, Thriller, Mystery","Three friends from California are filming an audition tape for an extreme reality game show. They document their journey to Australia where they will be doing their most dangerous activity.... Shark Cage Diving. A catastrophic turn of events leaves them in baited water full of Great White Sharks, turning their recording into a blood chilling diary of survival... and death.",Cage Dive, Released, English,116300000.0,872776677.4,AU
3:10 to Yuma,01/31/2008 ,72.0,Western,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",3:10 to Yuma, Released, English,48000000.0,71171825.0,AU
The Devil's Backbone,10/19/2001 ,73.0,"Fantasy, Drama, Horror, Thriller","Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.", El espinazo del diablo, Released,Spanish,4500000.0,6582065.0,MX
LOL,07/26/2012 ,61.0,"Drama, Comedy, Romance","In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",LOL, Released, English,11000000.0,10477506.0,AU
